"","CET","Max.TemperatureC","Mean.TemperatureC","Min.TemperatureC","Dew.PointC","MeanDew.PointC","Min.DewpointC","Max.Humidity","Mean.Humidity","Min.Humidity","Max.Sea.Level.PressurehPa","Mean.Sea.Level.PressurehPa","Min.Sea.Level.PressurehPa","Max.VisibilityKm","Mean.VisibilityKm","Min.VisibilitykM","Max.Wind.SpeedKm.h","Mean.Wind.SpeedKm.h","Max.Gust.SpeedKm.h","Precipitationmm","CloudCover","Events","WindDirDegrees"
"1838",2001-10-21,18,16,13,14,13,11,100,88,64,1009,1004,999,10,9,4,26,13,NA,0,5,"Rain",214
"1839",2001-10-22,18,14,12,13,12,12,100,87,72,1014,1012,1009,10,10,10,19,11,NA,0,6,"",192
"1840",2001-10-23,19,16,12,14,13,11,100,88,64,1020,1015,1012,10,9,5,27,14,NA,0,5,"Rain",197
"1841",2001-10-24,17,13,11,13,12,10,100,90,63,1023,1021,1020,10,10,3,29,16,NA,0,6,"Rain",206
"1842",2001-10-25,18,14,12,13,12,10,100,84,64,1026,1025,1023,10,10,6,23,16,NA,0,5,"Rain",224
"1843",2001-10-26,17,13,9,12,11,9,100,91,68,1024,1019,1016,10,5,0,27,10,NA,0,4,"Fog",169
"1844",2001-10-27,16,13,12,14,12,11,100,92,82,1021,1018,1016,10,8,3,24,16,NA,0,6,"Fog-Rain",187
"1845",2001-10-28,20,13,7,14,11,7,100,93,68,1026,1023,1021,10,3,0,10,5,NA,0,2,"Fog",133
"1846",2001-10-29,16,13,11,14,12,10,100,96,82,1028,1027,1026,10,3,0,13,5,NA,0,5,"Fog",341
"1847",2001-10-30,19,14,11,15,12,10,100,92,77,1027,1023,1018,10,4,0,23,14,NA,0,6,"Fog",184
"1848",2001-10-31,18,12,7,14,9,5,94,78,55,1033,1024,1017,10,10,10,34,19,52,0,4,"Rain",263
"1849",2001-11-01,13,8,3,7,4,3,100,80,51,1039,1037,1034,10,10,10,13,10,NA,0,2,"",339
"1850",2001-11-02,13,8,4,7,6,4,100,82,63,1040,1038,1036,NA,NA,NA,14,10,NA,0,NA,"",28
"1851",2001-11-03,14,9,4,7,6,4,100,83,59,1036,1031,1027,10,9,9,14,10,NA,0,NA,"Fog",21
"1852",2001-11-04,12,8,4,8,6,4,100,92,72,1027,1024,1023,10,5,0,13,6,NA,0,4,"Fog",351
"1853",2001-11-05,11,8,5,9,7,3,100,94,82,1026,1025,1024,10,6,2,11,5,NA,0,6,"Fog",232
"1854",2001-11-06,12,8,4,11,7,3,100,92,82,1023,1019,1015,10,9,4,26,14,NA,0,6,"Rain",238
"1855",2001-11-07,14,13,12,12,11,11,100,93,82,1016,1014,1010,10,9,4,32,21,NA,0,6,"Rain",257
"1856",2001-11-08,12,7,3,11,6,2,94,86,66,1010,1003,998,10,9,3,39,32,66,0,5,"Rain",285
"1857",2001-11-09,6,3,1,2,1,0,93,82,66,1026,1017,1011,10,10,10,32,18,48,0,3,"Rain",352
"1858",2001-11-10,5,2,0,1,-1,-3,100,84,57,1031,1029,1026,10,8,4,16,13,NA,0,4,"",32
"1859",2001-11-11,8,3,-2,6,1,-3,100,81,50,1029,1025,1021,10,8,4,14,6,NA,0,6,"",24
"1860",2001-11-12,11,9,7,11,9,7,100,98,93,1020,1016,1014,5,3,0,11,6,NA,0,7,"Fog-Rain",285
"1861",2001-11-13,10,8,5,10,6,2,100,87,66,1023,1017,1013,10,8,2,32,16,50,0,6,"Rain",3
"1862",2001-11-14,8,6,3,3,2,1,93,81,62,1033,1028,1023,10,10,10,27,21,37,0,2,"",10
"1863",2001-11-15,6,3,0,1,-1,-2,93,79,57,1036,1034,1033,NA,NA,NA,26,16,42,0,NA,"",32
"1864",2001-11-16,10,4,-1,6,1,-4,93,80,54,1037,1035,1035,10,10,10,21,14,NA,0,2,"",45
"1865",2001-11-17,8,4,2,4,3,2,100,90,71,1035,1031,1026,10,8,5,16,11,NA,0,4,"",52
"1866",2001-11-18,4,3,2,3,2,0,100,92,81,1026,1022,1021,6,5,3,14,11,NA,0,6,"",42
"1867",2001-11-19,4,3,2,2,1,0,93,86,81,1027,1023,1020,10,7,5,19,10,NA,0,8,"",51
"1868",2001-11-20,9,6,2,5,3,1,100,90,71,1033,1030,1027,10,8,5,13,8,NA,0,4,"",27
"1869",2001-11-21,8,4,2,4,2,0,100,86,62,1034,1032,1030,10,9,5,16,5,NA,0,6,"",253
"1870",2001-11-22,9,6,2,8,4,1,100,91,76,1030,1024,1020,10,6,3,29,16,NA,0,6,"Rain",246
"1871",2001-11-23,8,4,1,4,2,0,93,81,61,1028,1026,1024,10,10,10,21,13,NA,0,3,"",313
"1872",2001-11-24,10,7,4,9,7,2,100,95,87,1027,1024,1023,10,6,4,16,11,NA,0,6,"Rain",248
"1873",2001-11-25,12,10,9,9,9,8,100,94,82,1023,1020,1016,10,9,5,21,11,NA,0,6,"Rain",243
"1874",2001-11-26,9,8,6,9,7,4,100,93,81,1016,1013,1012,10,8,5,23,16,NA,0,6,"Rain",345
"1875",2001-11-27,9,4,0,6,3,0,100,88,71,1015,1014,1013,10,10,10,34,14,NA,0,5,"",250
"1876",2001-11-28,10,8,7,8,6,5,100,88,76,1024,1018,1013,10,10,8,29,19,NA,0,5,"Rain",269
"1877",2001-11-29,12,8,6,11,8,5,100,95,87,1024,1020,1013,10,8,4,34,18,50,0,7,"Rain",217
"1878",2001-11-30,13,12,12,12,12,11,100,94,88,1016,1015,1013,10,10,8,24,19,NA,0,6,"Rain",242
"1879",2001-12-01,13,11,8,12,11,8,100,95,88,1023,1018,1016,10,9,3,32,19,NA,0,6,"Rain",234
"1880",2001-12-02,10,8,5,9,8,4,100,99,93,1024,1023,1022,10,5,0,11,8,NA,0,6,"Fog",33
"1881",2001-12-03,10,9,9,10,9,9,100,96,94,1022,1021,1018,8,5,2,16,8,NA,0,7,"Rain",182
"1882",2001-12-04,12,10,8,10,8,6,100,90,77,1023,1017,1015,10,9,2,39,21,NA,0,6,"Rain",238
"1883",2001-12-05,13,10,8,12,9,7,100,94,82,1024,1021,1018,10,8,4,27,16,NA,0,6,"Rain",222
"1884",2001-12-06,10,8,5,8,5,4,93,78,66,1034,1030,1023,10,10,10,27,16,NA,0,5,"",20
"1885",2001-12-07,8,4,2,5,3,1,100,87,66,1036,1035,1034,8,8,8,16,10,NA,0,NA,"",58
"1886",2001-12-08,5,2,0,2,1,-1,93,89,81,1036,1036,1035,8,8,8,19,13,NA,0,NA,"",49
"1887",2001-12-09,4,1,-1,0,-2,-3,93,85,70,1036,1036,1035,8,8,7,19,13,NA,0,NA,"",52
"1888",2001-12-10,4,1,-1,-2,-3,-4,86,75,56,1037,1036,1036,NA,NA,NA,16,11,NA,0,NA,"",67
"1889",2001-12-11,7,3,-1,2,-2,-5,100,77,57,1037,1035,1032,8,4,1,23,11,NA,0,8,"",19
"1890",2001-12-12,4,3,2,3,2,0,100,93,81,1032,1029,1028,10,7,4,26,16,NA,0,7,"",43
"1891",2001-12-13,5,2,0,2,0,-3,93,82,65,1030,1028,1027,10,9,7,29,21,NA,0,5,"",50
"1892",2001-12-14,0,-2,-4,-4,-9,-13,75,56,43,1033,1032,1031,NA,NA,NA,32,26,47,0,NA,"",58
"1893",2001-12-15,1,-2,-4,-4,-8,-9,80,65,48,1033,1031,1030,NA,NA,NA,24,19,NA,0,NA,"",34
"1894",2001-12-16,2,0,-2,-4,-5,-6,86,72,56,1034,1032,1030,NA,NA,NA,32,21,NA,0,NA,"",45
"1895",2001-12-17,1,-1,-3,1,-3,-5,100,83,75,1037,1035,1034,7,5,3,19,13,NA,0,4,"Rain-Snow",32
"1896",2001-12-18,2,1,0,1,-1,-1,100,90,81,1036,1035,1034,10,7,1,21,14,NA,0,6,"Fog",49
"1897",2001-12-19,3,1,0,1,0,-2,93,87,81,1036,1032,1027,10,7,3,16,8,NA,0,6,"Rain",295
"1898",2001-12-20,6,2,-2,3,0,-3,100,85,57,1029,1028,1025,10,9,4,19,10,NA,0,5,"Rain-Snow",357
"1899",2001-12-21,4,0,-3,2,-2,-5,93,82,65,1028,1019,1011,10,9,7,29,14,40,0,6,"Rain-Snow",252
"1900",2001-12-22,5,2,-1,4,-1,-4,100,82,56,1015,1012,1009,10,9,5,29,18,NA,0,4,"Rain",301
"1901",2001-12-23,1,-2,-5,-1,-3,-5,100,87,75,1021,1019,1015,10,10,9,16,11,NA,0,2,"",358
"1902",2001-12-24,3,-1,-5,1,-2,-5,100,90,81,1021,1017,1012,10,9,7,32,16,NA,0,5,"",226
"1903",2001-12-25,5,3,2,5,3,1,100,92,81,1011,1004,1000,10,9,4,42,31,60,0,6,"Rain",237
"1904",2001-12-26,4,2,0,2,-1,-4,100,88,56,1015,1009,1003,10,10,4,27,18,47,0,4,"Rain-Snow",292
"1905",2001-12-27,7,3,-1,7,2,-2,100,94,87,1015,1012,1009,10,9,6,34,18,NA,0,5,"Rain-Snow",231
"1906",2001-12-28,10,8,7,8,7,6,100,88,82,1010,1009,1007,10,9,5,39,27,55,0,6,"Rain",248
"1907",2001-12-29,11,6,2,11,5,1,100,96,87,1007,1000,995,10,7,3,26,18,NA,0,6,"Rain",323
"1908",2001-12-30,5,2,0,1,0,-2,100,88,75,1017,1012,1006,10,10,10,26,14,NA,0,2,"",265
"1909",2001-12-31,3,0,-3,-1,-2,-4,100,87,70,1036,1028,1017,10,9,3,21,10,NA,0,2,"",28
"1910",2002-01-01,-2,-3,-4,-2,-3,-4,100,98,93,1039,1038,1036,10,4,0,14,6,NA,0,5,"Fog",79
"1911",2002-01-02,1,-2,-5,-2,-4,-6,100,86,75,1036,1031,1027,9,7,6,21,8,NA,0,1,"",91
"1912",2002-01-03,3,0,-3,-2,-4,-8,80,76,69,1027,1025,1024,NA,NA,NA,24,13,NA,0,NA,"",90
"1913",2002-01-04,3,0,-3,-1,-3,-7,93,79,70,1033,1029,1025,10,9,7,13,8,NA,0,5,"",97
"1914",2002-01-05,5,1,-3,0,-2,-4,100,88,70,1037,1036,1033,8,7,4,8,3,NA,0,1,"",96
"1915",2002-01-06,4,0,-4,1,-1,-4,100,90,75,1037,1035,1034,5,4,1,6,2,NA,0,7,"Fog",54
"1916",2002-01-07,4,2,1,2,1,-1,100,89,75,1034,1031,1028,10,6,1,23,11,NA,0,7,"Fog",44
"1917",2002-01-08,4,1,-1,0,-1,-2,100,83,70,1032,1030,1028,10,9,5,19,13,NA,0,3,"",86
"1918",2002-01-09,9,3,-2,3,0,-3,100,87,66,1035,1034,1032,9,6,4,10,3,NA,0,0,"",128
"1919",2002-01-10,7,3,1,4,2,0,100,88,76,1034,1032,1030,10,7,5,13,5,NA,0,5,"Rain",169
"1920",2002-01-11,6,3,1,5,3,1,100,95,87,1034,1031,1029,10,5,0,14,10,NA,0,6,"Fog-Rain",219
"1921",2002-01-12,5,2,0,5,3,0,100,100,100,1034,1032,1030,2,0,0,13,5,NA,0,8,"Fog",135
"1922",2002-01-13,6,3,1,6,3,1,100,98,87,1030,1027,1026,6,2,0,10,6,NA,0,7,"Fog",153
"1923",2002-01-14,8,7,6,7,7,5,100,99,93,1027,1026,1024,7,2,0,14,5,NA,0,7,"Fog",198
"1924",2002-01-15,8,6,4,8,6,4,100,97,93,1023,1017,1015,10,6,0,24,11,NA,0,7,"Fog-Rain",247
"1925",2002-01-16,8,6,3,5,3,2,100,88,66,1025,1022,1017,10,10,8,23,13,29,0,5,"Rain",297
"1926",2002-01-17,6,4,3,4,3,2,100,91,81,1025,1022,1021,10,10,6,21,14,NA,0,6,"Rain",199
"1927",2002-01-18,7,6,4,6,6,4,100,98,93,1023,1021,1018,7,4,1,23,13,NA,0,7,"Rain",208
"1928",2002-01-19,11,8,5,8,6,4,100,90,76,1023,1019,1017,10,9,3,27,21,NA,0,5,"Rain",233
"1929",2002-01-20,10,8,7,8,7,6,100,90,82,1023,1021,1019,10,10,6,34,19,52,0,6,"Rain",226
"1930",2002-01-21,12,9,7,8,7,2,100,87,66,1020,1016,1007,10,7,2,29,19,42,0,6,"Rain",200
"1931",2002-01-22,11,9,7,7,6,1,93,78,66,1014,1011,1007,10,10,10,35,19,52,0,3,"Rain",227
"1932",2002-01-23,11,8,5,7,6,3,93,84,76,1013,1002,995,10,10,10,35,19,63,0,5,"Rain",192
"1933",2002-01-24,11,10,8,8,8,6,93,86,76,1016,1003,995,10,10,5,35,27,53,0,6,"Rain",245
"1934",2002-01-25,11,8,5,8,6,4,93,84,71,1022,1019,1015,10,10,10,34,14,48,0,6,"Rain",226
"1935",2002-01-26,13,11,9,9,8,7,93,83,67,1018,1015,1010,10,10,10,42,29,66,0,6,"Rain",223
"1936",2002-01-27,15,13,11,12,11,9,94,89,77,1020,1013,1008,10,10,5,50,35,72,0,6,"Rain",239
"1937",2002-01-28,15,12,9,12,9,6,94,81,55,1028,1023,1019,10,9,3,37,24,58,0,5,"Rain",234
"1938",2002-01-29,10,8,5,9,7,5,100,98,87,1028,1027,1025,10,3,0,21,13,NA,0,7,"Fog",202
"1939",2002-01-30,14,10,6,9,7,6,100,90,63,1025,1020,1016,10,3,0,21,8,NA,0,7,"Fog",198
"1940",2002-01-31,13,10,8,9,7,6,94,82,63,1022,1020,1017,10,10,8,26,16,37,0,3,"",226
"1941",2002-02-01,13,11,9,9,8,6,94,83,67,1022,1020,1019,10,10,7,35,24,58,0,6,"Rain",211
"1942",2002-02-02,17,12,7,6,3,2,76,61,37,1022,1020,1019,NA,NA,NA,24,13,NA,0,NA,"",191
"1943",2002-02-03,15,11,8,6,2,0,76,56,39,1019,1013,1009,10,10,10,48,14,77,0,7,"Rain",188
"1944",2002-02-04,12,9,6,8,5,3,87,75,58,1022,1019,1013,10,10,10,45,29,71,0,5,"",214
"1945",2002-02-05,13,10,8,10,9,6,94,87,77,1013,1006,1002,10,9,4,39,31,63,0,6,"Rain",213
"1946",2002-02-06,10,7,4,7,4,2,100,85,62,1016,1007,1002,10,10,10,27,18,47,0,4,"Rain",264
"1947",2002-02-07,9,4,1,5,2,1,100,82,62,1025,1022,1016,10,10,10,24,13,40,0,6,"Rain",254
"1948",2002-02-08,12,9,7,11,9,5,100,97,87,1024,1022,1021,10,7,2,23,18,NA,0,6,"Rain",227
"1949",2002-02-09,12,9,6,11,9,5,100,91,82,1020,1014,1009,10,10,5,32,24,58,0,5,"Rain",237
"1950",2002-02-10,11,8,6,8,6,4,93,85,76,1017,1016,1013,10,10,10,27,23,NA,0,5,"Rain",241
"1951",2002-02-11,12,10,9,10,9,8,100,89,82,1016,1014,1013,10,9,4,32,24,52,0,6,"",224
"1952",2002-02-12,14,13,12,12,11,9,94,86,82,1019,1017,1015,10,10,3,32,26,48,0,6,"Rain",233
"1953",2002-02-13,13,9,6,11,8,5,100,93,87,1018,1016,1013,10,9,3,32,21,52,0,6,"Rain-Thunderstorm",21
"1954",2002-02-14,6,4,3,5,3,-1,93,82,65,1023,1017,1013,10,9,7,42,35,61,0,6,"Rain",34
"1955",2002-02-15,6,2,-1,-1,-2,-3,87,72,57,1027,1025,1023,10,10,10,34,24,48,0,1,"",18
"1956",2002-02-16,7,3,-1,0,-2,-3,93,73,57,1027,1025,1023,NA,NA,NA,24,18,NA,0,NA,"",38
"1957",2002-02-17,10,5,0,3,1,-1,100,81,54,1023,1022,1020,10,7,4,10,3,NA,0,0,"",242
"1958",2002-02-18,7,3,0,4,2,-1,100,90,76,1027,1023,1021,10,8,5,19,10,NA,0,5,"Rain",283
"1959",2002-02-19,10,6,2,7,4,0,93,87,76,1028,1025,1020,10,10,10,32,18,NA,0,5,"Rain",257
"1960",2002-02-20,13,9,5,9,6,2,94,86,71,1019,1005,998,10,9,2,39,31,74,0,5,"Rain",265
"1961",2002-02-21,6,4,3,2,-1,-3,87,69,53,1023,1017,1003,10,10,5,42,24,69,0,4,"Rain",332
"1962",2002-02-22,11,7,4,10,5,-1,100,86,70,1020,1011,1008,10,9,4,39,21,60,0,6,"Rain",238
"1963",2002-02-23,9,7,5,6,4,2,93,83,76,1011,1009,1006,10,10,3,40,23,61,0,5,"Rain",266
"1964",2002-02-24,8,4,2,7,3,0,100,85,71,1018,1014,1011,10,10,8,26,19,NA,0,5,"Rain",252
"1965",2002-02-25,12,10,9,9,8,7,94,87,82,1011,1009,1005,10,10,8,34,26,50,0,6,"Rain",237
"1966",2002-02-26,15,12,10,11,9,7,94,83,63,1005,1002,1000,10,10,6,45,34,72,0,6,"Rain",231
"1967",2002-02-27,11,8,5,8,4,2,93,79,62,1007,1004,1002,10,10,10,34,27,48,0,5,"Rain",249
"1968",2002-02-28,11,7,4,4,3,2,93,79,58,1007,1005,1004,10,10,10,35,23,53,0,4,"Rain",233
"1969",2002-03-01,9,6,2,5,3,1,100,82,62,1010,1009,1007,10,9,4,26,13,NA,0,6,"Rain",137
"1970",2002-03-02,7,4,1,4,2,-4,93,86,65,1017,1013,1010,10,8,5,27,21,37,0,6,"Rain-Snow",38
"1971",2002-03-03,10,4,-2,1,-1,-4,100,75,47,1022,1020,1017,10,10,10,14,6,NA,0,3,"",227
"1972",2002-03-04,11,6,0,3,2,-1,93,76,54,1022,1019,1014,10,10,9,21,5,NA,0,4,"",100
"1973",2002-03-05,11,6,2,5,3,1,100,82,67,1015,1013,1012,9,6,3,23,10,NA,0,6,"",1
"1974",2002-03-06,12,7,2,7,5,1,100,85,67,1015,1014,1012,10,8,2,26,13,NA,0,6,"Rain",266
"1975",2002-03-07,16,12,7,11,8,6,100,81,55,1027,1020,1015,10,9,4,26,18,40,0,5,"",277
"1976",2002-03-08,16,9,3,9,6,3,100,82,51,1028,1025,1020,10,9,6,11,6,NA,0,4,"Fog",245
"1977",2002-03-09,14,10,6,8,5,2,100,77,51,1020,1017,1015,10,10,10,32,13,50,0,5,"",266
"1978",2002-03-10,14,7,1,4,3,1,100,72,44,1021,1019,1016,10,10,10,26,13,NA,0,1,"",217
"1979",2002-03-11,16,9,2,8,4,1,100,74,52,1016,1015,1014,10,10,10,23,8,NA,0,7,"Rain",205
"1980",2002-03-12,13,10,8,9,8,6,94,84,67,1015,1013,1012,10,9,6,11,5,NA,0,8,"Rain",73
"1981",2002-03-13,19,13,7,11,8,6,100,79,49,1012,1010,1008,10,9,7,29,8,NA,0,5,"",73
"1982",2002-03-14,14,10,6,9,7,5,100,82,63,1008,1004,1002,10,9,4,29,21,NA,0,5,"Rain-Hail-Thunderstorm",80
"1983",2002-03-15,13,10,8,10,8,7,100,90,77,1012,1007,1004,10,10,6,19,10,NA,0,6,"Rain",177
"1984",2002-03-16,17,11,6,10,7,6,100,79,59,1013,1011,1010,10,10,10,13,6,NA,0,6,"",142
"1985",2002-03-17,14,12,10,11,9,8,100,87,77,1010,1009,1008,10,9,4,21,8,NA,0,6,"Rain",190
"1986",2002-03-18,12,10,9,11,9,7,100,91,82,1008,1004,1001,10,9,4,42,21,64,0,6,"Rain",208
"1987",2002-03-19,15,12,10,14,11,9,100,96,88,1013,1007,1002,10,6,1,32,19,50,0,6,"Rain",270
"1988",2002-03-20,16,14,13,12,12,11,94,86,77,1022,1018,1013,10,10,5,34,29,50,0,6,"Rain",245
"1989",2002-03-21,16,12,9,12,11,8,94,88,72,1025,1022,1020,10,9,4,29,23,47,0,6,"Rain",261
"1990",2002-03-22,14,11,8,10,8,8,100,86,67,1028,1027,1026,10,10,9,23,14,NA,0,6,"",304
"1991",2002-03-23,11,8,5,9,4,-1,94,72,44,1032,1030,1028,10,10,8,23,13,NA,0,5,"",48
"1992",2002-03-24,12,7,3,2,1,-1,87,65,44,1033,1031,1030,10,10,10,21,11,NA,0,2,"",61
"1993",2002-03-25,10,6,1,2,-1,-3,87,61,40,1030,1029,1027,NA,NA,NA,14,8,NA,0,NA,"",79
"1994",2002-03-26,11,6,1,4,1,-2,93,70,41,1028,1028,1027,9,8,6,21,8,NA,0,4,"",2
"1995",2002-03-27,11,7,3,4,0,-2,93,66,41,1030,1028,1027,9,5,3,27,16,NA,0,0,"",49
"1996",2002-03-28,13,7,2,2,0,-2,81,59,41,1027,1024,1021,NA,NA,NA,24,14,NA,0,NA,"",88
"1997",2002-03-29,17,9,2,4,1,-1,81,57,32,1022,1021,1020,NA,NA,NA,13,5,NA,0,NA,"",128
"1998",2002-03-30,17,11,6,8,4,0,87,63,32,1023,1021,1020,10,10,10,24,5,NA,0,6,"Rain",185
"1999",2002-03-31,17,11,5,9,7,5,100,75,52,1020,1018,1017,10,10,10,14,8,NA,0,5,"Fog",224
"2000",2002-04-01,19,13,7,10,8,6,100,73,43,1017,1015,1014,10,7,4,24,5,NA,0,5,"",227
"2001",2002-04-02,20,13,7,9,7,5,100,68,37,1015,1011,1007,9,9,8,19,5,NA,0,NA,"",142
"2002",2002-04-03,21,13,7,9,6,3,87,62,33,1007,1005,1003,10,10,9,19,6,NA,0,1,"Rain",35
"2003",2002-04-04,21,13,7,8,6,5,87,61,37,1005,1005,1004,NA,NA,NA,23,10,NA,0,NA,"",360
"2004",2002-04-05,20,13,7,9,6,2,93,65,35,1006,1004,1003,9,6,4,13,8,NA,0,0,"",24
"2005",2002-04-06,14,10,6,1,-3,-7,61,41,25,1013,1009,1006,NA,NA,NA,42,24,60,0,NA,"",81
"2006",2002-04-07,16,10,4,-2,-3,-6,61,40,23,1016,1014,1013,NA,NA,NA,40,29,53,0,NA,"",74
"2007",2002-04-08,16,10,5,0,-2,-4,61,43,29,1018,1017,1016,NA,NA,NA,32,19,NA,0,0,"",51
"2008",2002-04-09,14,9,5,3,-2,-5,71,46,27,1019,1017,1015,9,8,7,34,23,NA,0,NA,"",37
"2009",2002-04-10,13,9,5,3,-1,-3,81,54,35,1015,1011,1008,10,9,6,40,26,58,0,6,"",46
"2010",2002-04-11,14,9,5,2,1,-1,70,56,44,1008,1005,1002,10,10,10,29,23,NA,0,NA,"Rain",45
"2011",2002-04-12,15,10,6,4,3,2,76,59,42,1003,1002,1001,10,8,5,34,24,50,0,2,"",20
"2012",2002-04-13,11,8,6,4,3,-2,81,69,53,1009,1006,1003,10,9,6,32,26,47,0,6,"",16
"2013",2002-04-14,11,6,0,3,-1,-2,87,64,41,1015,1012,1010,10,10,10,27,13,48,0,4,"Rain",318
"2014",2002-04-15,13,7,1,4,2,-1,93,70,41,1017,1016,1015,10,10,10,16,6,NA,0,5,"",274
"2015",2002-04-16,15,9,3,6,4,2,100,73,47,1018,1017,1017,10,9,5,14,8,NA,0,5,"",298
"2016",2002-04-17,16,9,2,5,3,1,100,66,36,1018,1016,1015,10,8,3,14,5,NA,0,2,"",219
"2017",2002-04-18,16,12,9,7,4,-1,87,66,34,1020,1017,1015,10,10,10,21,10,32,0,6,"Rain",290
"2018",2002-04-19,15,11,7,7,6,1,93,75,41,1025,1022,1020,10,10,10,26,10,47,0,5,"Rain",294
"2019",2002-04-20,16,9,3,7,4,2,100,72,45,1033,1029,1026,10,10,9,14,5,NA,0,3,"",3
"2020",2002-04-21,19,11,3,6,3,2,100,60,32,1035,1033,1032,10,9,8,16,5,NA,0,0,"",39
"2021",2002-04-22,22,13,6,9,5,2,87,56,31,1033,1032,1031,10,10,10,14,5,NA,0,6,"",305
"2022",2002-04-23,19,14,11,11,9,7,94,71,56,1032,1031,1030,10,9,6,19,11,NA,0,6,"",352
"2023",2002-04-24,24,16,8,12,9,7,94,66,38,1031,1028,1024,8,8,7,11,6,NA,0,NA,"",312
"2024",2002-04-25,22,16,10,12,9,7,94,69,49,1024,1022,1020,10,10,9,21,10,32,0,4,"",298
"2025",2002-04-26,13,11,8,11,8,4,100,85,71,1020,1012,1007,10,9,4,34,16,50,0,6,"Rain",259
"2026",2002-04-27,15,10,6,7,4,3,93,68,48,1016,1015,1012,10,10,10,37,19,53,0,4,"",255
"2027",2002-04-28,18,13,8,11,7,4,94,70,48,1011,1004,1002,10,10,10,37,23,58,0,6,"Rain",229
"2028",2002-04-29,14,10,7,8,6,4,87,74,54,1015,1009,1004,10,10,5,42,27,66,0,4,"Rain",253
"2029",2002-04-30,20,13,7,10,7,5,87,68,46,1015,1009,1003,10,10,10,35,19,55,0,5,"Rain",220
"2030",2002-05-01,15,12,9,9,8,7,94,82,63,1007,1006,1004,10,10,9,27,19,47,0,5,"Rain",222
"2031",2002-05-02,14,10,7,9,7,4,100,81,51,1013,1008,1005,10,9,3,27,13,NA,0,5,"Rain",274
"2032",2002-05-03,15,9,4,7,6,3,100,74,51,1017,1015,1013,10,10,10,21,10,NA,0,4,"Rain",355
"2033",2002-05-04,13,9,6,6,4,3,93,72,54,1019,1017,1017,10,10,7,26,16,37,0,5,"",6
"2034",2002-05-05,11,8,6,7,4,2,93,74,62,1020,1020,1019,10,10,10,26,19,50,0,6,"Rain",343
"2035",2002-05-06,14,10,7,8,7,6,93,81,59,1022,1021,1019,10,10,10,14,10,NA,0,6,"Rain",43
"2036",2002-05-07,20,13,7,10,7,5,93,67,37,1021,1019,1016,10,10,10,23,10,NA,0,5,"",52
"2037",2002-05-08,23,17,11,14,11,9,88,70,50,1015,1011,1007,10,9,7,29,18,48,0,5,"",22
"2038",2002-05-09,18,16,13,14,13,12,94,84,72,1009,1008,1007,8,4,3,21,16,NA,0,7,"",360
"2039",2002-05-10,17,13,11,14,12,11,100,91,77,1010,1008,1008,10,6,1,16,10,NA,0,7,"Rain",332
"2040",2002-05-11,14,13,12,12,11,10,94,91,82,1013,1011,1010,8,5,3,16,10,NA,0,6,"Rain",270
"2041",2002-05-12,18,14,10,12,10,7,100,80,49,1016,1014,1013,10,9,4,19,10,NA,0,5,"Fog",218
"2042",2002-05-13,22,14,8,14,9,7,100,72,41,1016,1012,1006,10,9,5,42,14,69,0,6,"Rain-Thunderstorm",176
"2043",2002-05-14,17,13,10,13,11,8,94,82,68,1024,1018,1012,10,10,6,34,24,53,0,5,"Rain",224
"2044",2002-05-15,21,14,9,12,10,8,100,75,46,1027,1025,1023,10,8,2,19,11,24,0,6,"",206
"2045",2002-05-16,27,18,9,13,11,9,100,61,34,1023,1020,1016,NA,NA,NA,16,5,NA,0,NA,"",115
"2046",2002-05-17,28,21,15,15,12,9,100,61,39,1015,1011,1008,10,9,8,32,11,50,0,5,"Rain",147
"2047",2002-05-18,19,16,13,15,11,8,100,77,52,1021,1017,1013,10,10,7,24,16,NA,0,5,"Rain",249
"2048",2002-05-19,19,14,9,14,11,8,94,80,60,1022,1021,1018,10,10,10,19,10,NA,0,5,"",212
"2049",2002-05-20,22,17,13,14,13,11,100,77,50,1018,1014,1008,10,10,10,19,11,NA,0,5,"",187
"2050",2002-05-21,25,19,14,16,13,12,94,71,47,1008,1004,997,10,10,10,26,10,39,0,6,"Rain-Thunderstorm",178
"2051",2002-05-22,19,16,12,16,13,11,100,90,82,1004,1001,997,10,10,6,23,13,NA,0,6,"Rain",202
"2052",2002-05-23,19,14,10,11,10,8,100,77,52,1012,1008,1005,10,10,10,23,13,NA,0,4,"Rain",231
"2053",2002-05-24,18,14,10,13,10,8,94,85,68,1013,1011,1009,10,10,7,27,14,NA,0,5,"Rain",222
"2054",2002-05-25,19,14,10,9,7,4,88,66,40,1015,1013,1011,10,10,10,27,18,42,0,3,"Rain",234
"2055",2002-05-26,18,14,10,11,8,6,94,75,49,1012,1007,1005,10,10,9,34,19,52,0,5,"Rain",219
"2056",2002-05-27,16,12,8,11,9,7,100,85,63,1009,1007,1006,10,10,3,19,13,NA,0,5,"Rain-Hail-Thunderstorm",207
"2057",2002-05-28,14,10,7,13,10,6,100,94,82,1012,1010,1009,10,9,3,27,11,NA,0,6,"Rain",208
"2058",2002-05-29,18,13,8,11,8,7,100,76,52,1022,1017,1012,10,10,10,27,13,42,0,4,"Rain",237
"2059",2002-05-30,20,13,7,10,8,7,100,70,46,1025,1023,1022,10,10,10,23,6,NA,0,3,"Fog",234
